week,week_starting,provider_name,provider_address,city,county,vaccine_type,allocated_doses
Week 17,2021-04-05,Vital Med Urgent Care,3120 Pita Mangana Road,Laredo,WEBB,Moderna,100
Week 17,2021-04-05,"Vital Med Urgent Care, Llc",5711 Mcpherson Rd,Laredo,WEBB,Moderna,100
Week 17,2021-04-05,Gulf Coast Family Medicine,10119 Us 59 Hwy,Wharton,WHARTON,Moderna,100
Week 17,2021-04-05,Su Clinica - Raymondville,131 Fm 3168,Raymondville,WILLACY,Moderna,100
Week 17,2021-04-05,The Neighborhood Doctor,525 S 10th St,Raymondville,WILLACY,Moderna,100
Week 17,2021-04-05,Wcchd Round Rock,355 Texas Ave.,Round Rock,WILLIAMSON,Moderna,1600
Week 17,2021-04-05,Zapata County Fire Department,305 FM 496,Zapata,ZAPATA,Moderna,300
Week 17,2021-04-05,Chldns Cl Dimmit& Zavala Pa,1313 Veterans Ave Ste C,Crystal City,ZAVALA,Moderna,200
Week 17,2021-04-05,Christus Spohn Health System Beeville,1500 E Houston St,Beeville,BEE,Pfizer,2340
Week 17,2021-04-05,Lhd Bell County Public Health District (Re),820 N 31st Street,Temple,BELL,Pfizer,7020
Week 17,2021-04-05,Samhd Main Immunizations Clinic,210 N Mel Waiters Way,San Antonio,BEXAR,Pfizer,12870
Week 17,2021-04-05,University Health System - Inpatient,4502 Medical Dr,San Antonio,BEXAR,Pfizer,19890
Week 17,2021-04-05,Wellness 360 (Adult),7703 Floyd Curl Dr,San Antonio,BEXAR,Pfizer,7020
Week 17,2021-04-05,BSW Medical Center Marble Falls,810 Tx-71w,Marble Falls,BURNET,Pfizer,1170
Week 17,2021-04-05,Ut Health Rgv Multispecialty,2106 Treasure Hills Blvd Ste 1.326,Harlingen,CAMERON,Pfizer,3510
Week 17,2021-04-05,Collin County Healthcare Services,825 N Mcdonald St Ste 145,McKinney,COLLIN,Pfizer,11700
Week 17,2021-04-05,Baylor Scott & White Medical Center - Plano,4700 Alliance Blvd,Plano,COLLIN,Pfizer,11700
Week 17,2021-04-05,Coryell Health Medical Clinic,1507 W MAIN ST,Gatesville,CORYELL,Pfizer,1170
Week 17,2021-04-05,Coon Memorial Hospital,1411 Denver Ave,Dalhart,DALLAM,Pfizer,1170
Week 17,2021-04-05,Baylor University Med Cntr Dallas,3500 Gaston Ave,Dallas,DALLAS,Pfizer,5850
Week 17,2021-04-05,LHD Dallas County Health And Human Services (incl. Fair Park),2377 N Stemmons Fwy,Dallas,DALLAS,Pfizer,11700
Week 17,2021-04-05,Parkland Hospital,5200 Harry Hines Boulevard,Dallas,Dallas,Pfizer,12870
Week 17,2021-04-05,UT Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,Dallas,Pfizer,9360
Week 17,2021-04-05,Medical Center Hospital,500 W 4th St,Odessa,ECTOR,Pfizer,2340
Week 17,2021-04-05,University Medical Center of El Paso,4815 Alameda Ave,El Paso,EL PASO,Pfizer,5850
Week 17,2021-04-05,Baylor Scott And White Medical Center - Waxahachie,2400 N. I-35e,Waxahachie,ELLIS,Pfizer,3510
Week 17,2021-04-05,Falls Community Hospital & Clinic,322 Coleman St,Marlin,FALLS,Pfizer,1170
Week 17,2021-04-05,Tmc Bonham Hospital,504 Lipscomb St,Bonham,FANNIN,Pfizer,1170
Week 17,2021-04-05,University Of Texas Medical Branch Hospital,301 University Blvd,Galveston,GALVESTON,Pfizer,8190
Week 17,2021-04-05,CHRISTUS Good Shepherd Medical Center Longview,700 E Marshall Ave,Longview,GREGG,Pfizer,5850
Week 17,2021-04-05,Chi St Lukes Health,6720 Bertner Ave,Houston,HARRIS,Pfizer,2340
Week 17,2021-04-05,Houston Methodist Hospital,6565 Fannin St,Houston,HARRIS,Pfizer,9360
Week 17,2021-04-05,Memorial Hermann Memorial City Medical Center,921 Gessner Rd,Houston,HARRIS,Pfizer,12870
Week 17,2021-04-05,Lhd Hays County Health Department (Re),401 Broadway St Ste A,San Marcos,HAYS,Pfizer,3510
Week 17,2021-04-05,Ut Health Rgv Employee Health Edinburg,1210 W Schunior St,Edinburg,HIDALGO,Pfizer,1170
Week 17,2021-04-05,Christus Spohn Health System Alice,2500 E Main St,Alice,JIM WELLS,Pfizer,1170
Week 17,2021-04-05,Cleburne Fire Department,114 W WARDVILLE ST,Cleburne,JOHNSON,Pfizer,2340
Week 17,2021-04-05,Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,Kingsville,KLEBERG,Pfizer,1170
Week 17,2021-04-05,"Emergency Hospital Systems, LLC",300 E Crockett,Cleveland,LIBERTY,Pfizer,1170
Week 17,2021-04-05,Providence Health - Providence Health Center,6901 Medical Pkwy,Waco,MCLENNAN,Pfizer,2340
Week 17,2021-04-05,Driscoll Health System,3533 S ALAMEDA ST,Corpus Christi,NUECES,Pfizer,2340
Week 17,2021-04-05,Parker County Hospital District,1130 Pecan Dr,Weatherford,PARKER,Pfizer,2340
Week 17,2021-04-05,Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,Pfizer,3510
Week 17,2021-04-05,Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,Fort Worth,TARRANT,Pfizer,8190
Week 17,2021-04-05,Texas Health Medical Support,1100 BRIDGEWOOD DR STE 107,Fort Worth,TARRANT,Pfizer,11700
Week 17,2021-04-05,Shannon Pharmacy,119 E. Beauregard Ave,San Angelo,TOM GREEN,Pfizer,2340
Week 17,2021-04-05,BAYLOR SCOTT AND WHITE HQ,2401 S 31st Street,Temple,BELL,Pfizer,1170
Week 17,2021-04-05,Baptist Medical Center,111 dallas street,San Antonio,Bexar,Pfizer,2340
Week 17,2021-04-05,Southwest Children's Center,5282 Medical Dr,San Antonio,BEXAR,Pfizer,1170
Week 17,2021-04-05,Collom And Carney Acute Care Clinic,5002 Cowhorn Creek Rd,Texarkana,BOWIE,Pfizer,2340
Week 17,2021-04-05,Utmb-Angleton Danbury Campus,132 E Hospital Dr,Angleton,BRAZORIA,Pfizer,5850
Week 17,2021-04-05,Texas A And M University Student Health Center,311 Houston St,College Station,BRAZOS,Pfizer,4680
Week 17,2021-04-05,Brownsville Pharmacy #3 L.L.C,800 E. Alton Gloor Blvd Brownsville,Brownsville,CAMERON,Pfizer,1170
Week 17,2021-04-05,Brownsville Pharmacy 1 LLC,1205 Central Blvd,Brownsville,CAMERON,Pfizer,1170
Week 17,2021-04-05,"Brownsville Pharmacy 2, LLC",1365 E. Ruben Torres Blvd,Brownsville,CAMERON,Pfizer,1170
Week 17,2021-04-05,Brownsville Pharmacy 4,3503 Boca Chica Blvd.,Brownsville,CAMERON,Pfizer,1170
Week 17,2021-04-05,Fry's Prescription Pharmacy,311 N Sam Houston Blvd,San Benito,CAMERON,Pfizer,1170
Week 17,2021-04-05,Comal County Public Health Office (Re),1297 CHURCHILL DR STE 102,New Braunfels,COMAL,Pfizer,1170
Week 17,2021-04-05,Lithonia Healthcare Development LLC,1341 W Mockingbird Lane,Dallas,DALLAS,Pfizer,1170
Week 17,2021-04-05,DR. HUSNA IQBAL,2801 DUKE OF GLOUCESTER,Desoto,DALLAS,Pfizer,1170
Week 17,2021-04-05,"Purple Hearts Primary Care Services, PLLC",688 W. Pioneer Pkwy,Grand Prairie,DALLAS,Pfizer,1170
Week 17,2021-04-05,The Hospitals of Providence Memorial Campus,2001 N Oregon St,El Paso,EL PASO,Pfizer,2340
Week 17,2021-04-05,The University of Texas at El Paso,500 W. University Ave,El Paso,EL PASO,Pfizer,2340
Week 17,2021-04-05,Umc El Paso Clinic Ysleta,300 S Zaragoza Rd,El Paso,EL PASO,Pfizer,1170
Week 17,2021-04-05,Umc Neighborhood Healthcare Center West,6600 N Desert Blvd,El Paso,EL PASO,Pfizer,1170
Week 17,2021-04-05,Umc Nhc East,1521 Joe Battle Blvd.,El Paso,EL PASO,Pfizer,1170
Week 17,2021-04-05,Umc El Paso Neighborhood Health Fabens,101 Potasio,Fabens,EL PASO,Pfizer,1170
Week 17,2021-04-05,Memorial Hermann Sugar Land,17500 W Grand Pkwy S,Sugar Land,FORT BEND,Pfizer,4680
Week 17,2021-04-05,Baylor College Of Medicine,1 Baylor Plz Stop Bcm-667,Houston,HARRIS,Pfizer,1170
Week 17,2021-04-05,Ben Taub General Hospital,1504 Taub Loop,Houston,HARRIS,Pfizer,5850
Week 17,2021-04-05,Binz Surgery Center,1801 Binz St,Houston,HARRIS,Pfizer,1170
Week 17,2021-04-05,Broadway Clinic,900 Broadway St,Houston,HARRIS,Pfizer,1170
Week 17,2021-04-05,Kelsey-Seybold Main Campus,2727 West Holcombe Blvd,Houston,HARRIS,Pfizer,11700
Week 17,2021-04-05,Lbj Hospital - Harris County Hospital District,5656 Kelley St,Houston,HARRIS,Pfizer,5850
Week 17,2021-04-05,TCH Main,6621 Fannin St Mc 22510,Houston,HARRIS,Pfizer,3510
Week 17,2021-04-05,Texas Children's Hospital West Campus,18200 Katy Freeway,Houston,HARRIS,Pfizer,1170
Week 17,2021-04-05,United Airlines Employee Medical Facility At Iah,3500 Terminal Road Terminal C Bagga,H ouston,HARRIS,Pfizer,2340
Week 17,2021-04-05,United Memorial Medical Center,510 West Tidwell Road,Houston,HARRIS,Pfizer,4680
Week 17,2021-04-05,Village Medical- Tomball,888 Graham Dr Ste 100,Tomball,HARRIS,Pfizer,1170
Week 17,2021-04-05,Austin Regional Clinic - Kyle,4100 Everett Dr Ste 400,Kyle,HAYS,Pfizer,1170
Week 17,2021-04-05,Texas State University Student Health Services,298 Student Center Dr,San Marcos,HAYS,Pfizer,1170
Week 17,2021-04-05,Houston Methodist The Woodlands Hsptl,17201 Interstate 45 S,Conroe,MONTGOMERY,Pfizer,5850
Week 17,2021-04-05,Texas Children's Hospital Woodlands,17600 Interstate 45 S,Conroe,MONTGOMERY,Pfizer,1170
Week 17,2021-04-05,"Nurses On Wheels, Inc",1101 Third Street,Corpus Christi,NUECES,Pfizer,1170
Week 17,2021-04-05,Colleyville Fire Department,5209 Colleyville Blvd,Colleyville,TARRANT,Pfizer,1170
Week 17,2021-04-05,Titus Regional Medical Center,2001 North Jefferson,Mount Pleasant,TITUS,Pfizer,5850
Week 17,2021-04-05,CODE 4 EMERGENCY SERVICES LLC - AUSTIN,1901 E 51ST STREET,Austin,TRAVIS,Pfizer,1170
Week 17,2021-04-05,Seton Medical Center Austin,1201 W 38th St,Austin,TRAVIS,Pfizer,11700
Week 17,2021-04-05,Emergency Operations Center,1051 West 10th,Del Rio,VAL VERDE,Pfizer,1170
Week 17,2021-04-05,Val Verde Rural Health Clinic,1801 N. Bedell,Del Rio,VAL VERDE,Pfizer,1170
Week 17,2021-04-05,El Campo Memorial Hospital,303 Sandy Corner Road,El Campo,Wharton,Pfizer,1170
Week 17,2021-04-05,Community Healthcare Center,200 MLK JR BLVD,Wichita Falls,WICHITA,Pfizer,2340
Week 17,2021-04-05,Curative Medical Associates PA,1608 Royston Lane,Round Rock,WILLIAMSON,Pfizer,11700
Week 17,2021-04-05,Wise Health System,609 Medical Center Dr,Decatur,WISE,Pfizer,1170
Week 17,2021-04-05,Samhd Main Immunizations Clinic,210 N Mel Waiters Way,San Antonio,BEXAR,Johnson,6000
Week 17,2021-04-05,Christus St Michael Health System,2600 Saint Michael Dr,Texarkana,BOWIE,Johnson,2000
Week 17,2021-04-05,LHD Dallas County Health And Human Services (incl. Fair Park),2377 N Stemmons Fwy,Dallas,DALLAS,Johnson,22000
Week 17,2021-04-05,Lhd Garland (City Of) Health Dept (Re),206 Carver Dr,Garland,DALLAS,Johnson,1000
Week 17,2021-04-05,LHD FORT BEND COUNTY HEALTH DEPARTMENT (HHS) (RE),4520 Reading Rd,Rosenberg,FORT BEND,Johnson,1000
Week 17,2021-04-05,Hill Country Memorial Hospital,1020 S State Highway 16,Fredericksburg,GILLESPIE,Johnson,1200
Week 17,2021-04-05,NRG Center,One NRG Park,Houston,HARRIS,Johnson,42000
Week 17,2021-04-05,Lhd Paris-Lamar Co Health Dept (Re),400 W Sherman St,Paris,LAMAR,Johnson,1000
Week 17,2021-04-05,Lhd Lubbock City Health Dept (Re),806 18th St,Lubbock,LUBBOCK,Johnson,5000
Week 17,2021-04-05,Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,Waco,MCLENNAN,Johnson,1500
Week 17,2021-04-05,LHD Corsicana-Navarro Public Health District (RE),618 N Main,Corsicana,NAVARRO,Johnson,100
Week 17,2021-04-05,LHD Corpus Christi-Nueces County Public Health District (RE),1702 Horne Road,Corpus Christi,NUECES,Johnson,3000
Week 17,2021-04-05,Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,Johnson,1000
Week 17,2021-04-05,ATT Stadium Vx Arlington FD,620 W Division St.,Arlington,TARRANT,Johnson,21000
Week 17,2021-04-05,Lhd Abilene-Taylor County Health Department (Re),850 N 6th St,Abilene,TAYLOR,Johnson,1000
Week 17,2021-04-05,Austin Public Health,15 Waller Street,Austin,TRAVIS,Johnson,1000
Week 17,2021-04-05,Brookshires Pharmacy 030,2107 S Loop 256,Palestine,ANDERSON,Johnson,100
Week 17,2021-04-05,Texas Department of Criminal Justice Powledge,1400 FM 3452,Palestine,ANDERSON,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09411,2201 S Loop 256,Palestine,ANDERSON,Johnson,100
Week 17,2021-04-05,Texas Department of Criminal Justice COFFIELD,2661 FM 2054,Tennessee Colony,ANDERSON,Johnson,100
Week 17,2021-04-05,Prescription Shop Andrews,813 Hospital Dr,Andrews,ANDREWS,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 35 - Diboll,223 1/2 Temple Dr,Diboll,ANGELINA,Johnson,100
Week 17,2021-04-05,Texas Department of Criminal Justice DUNCAN,1502 S. First Street,Diboll,ANGELINA,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 52 - Huntington,104 N Main St,Huntington,ANGELINA,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 25,1807 West Frank,Lufkin,ANGELINA,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05792,102 N Timberland Dr,Lufkin,ANGELINA,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 12601,1000 W Frank Ave,Lufkin,ANGELINA,Johnson,100
Week 17,2021-04-05,ARANSAS COUNTY DETENTION CENTER,811 EAST CONCHO,Rockport,ARANSAS,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 562,1409 Highway 35 N,Rockport,ARANSAS,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09205,1309 Highway 35 N,Rockport,ARANSAS,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 19,19337 Mcdonald St,Lytle,ATASCOSA,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 411,219 W Oaklawn Rd,Pleasanton,ATASCOSA,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 11725,2070 W Oaklawn Rd,Pleasanton,ATASCOSA,Johnson,100
Week 17,2021-04-05,Bellville Medical Center,44 N. Cummings St.,Bellville,AUSTIN,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 39 - Bellville,720 S Front St,Bellville,AUSTIN,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10681,1808 Meyer St,Sealy,AUSTIN,Johnson,100
Week 17,2021-04-05,United Pharmacy 550,104 W 9th St,Muleshoe,BAILEY,Johnson,100
Week 17,2021-04-05,Bandera Family Practice,1050 State Highway 16 S,Bandera,BANDERA,Johnson,200
Week 17,2021-04-05,Medina Lake Clinic,146 Laurel Vista Dr,Pipe Creek,BANDERA,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 582,104 Hasler St,Bastrop,BASTROP,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09143,504 Highway 71 W,Bastrop,BASTROP,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 13588,4201 Highway 71 E,Bastrop,BASTROP,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 475,1080 Highway 290 E,Elgin,BASTROP,Johnson,100
Week 17,2021-04-05,United Pharmacy 573,101 N Washington St,Seymour,BAYLOR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 412,100 E Houston St,Beeville,BEE,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10689,300 E Houston St,Beeville,BEE,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 39,2509 N Main,Belton,BELL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10392,100 Lake Rd,Belton,BELL,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 381,601 Indian Trl,Harker Heights,BELL,Johnson,100
Week 17,2021-04-05,Seton Medical Center Harker Heights,850 West Central Texas Expresswy,Harker Heights,BELL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10730,400 E Fm 2410 Rd,Harker Heights,BELL,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 581,2511 Trimmier Rd,Killeen,BELL,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 721,1101 W. Stan Schlueter Lp,Killeen,BELL,Johnson,100
Week 17,2021-04-05,Metroplex Health System,2201 S. Clear Creek Dr,Killeen,BELL,Johnson,400
Week 17,2021-04-05,Walgreens Pharmacy 10711,1000 E Central Texas Expy,Killeen,BELL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 11130,3802 E Elms Rd,Killeen,BELL,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 69 - Salado,215 Mill Creek Dr,Salado,BELL,Johnson,100
Week 17,2021-04-05,Community Clinic At Santa Fe,600 S 25th St,Temple,BELL,Johnson,100
Week 17,2021-04-05,DSHSHSR 7 HQ - Temple (RE),2408 South 37th Street,Temple,BELL,Johnson,1500
Week 17,2021-04-05,HEB Pharmacy 182,3002 S 31st St,Temple,BELL,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 71,1314 W Adams,Temple,BELL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 06158,36145 31st,Temple,BELL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03083,10650 Toepperwein Rd,Converse,BEXAR,Johnson,100
Week 17,2021-04-05,Carvajal Pharmacy - San Antonio - 3410 Roosevelt Ave,3410 Roosevelt Ave,San Antonio,BEXAR,Johnson,200
Week 17,2021-04-05,Communicare Health Centers West,1102 Barclay St,San Antonio,BEXAR,Johnson,200
Week 17,2021-04-05,HEB Pharmacy 102,8503 Nw Military Hwy,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 106,1015 S Ww White Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 108,20935 Us Hwy 281 N,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 164,15000 San Pedro Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 178,6839 San Pedro Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 189,2130 Culebra Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 191,4821 Broadway,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 195,11551 West Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 205,721 Castroville Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 211,415 N New Braunfels Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 224,7951 Guilbeau Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 230,14087 Oconnor Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 235,9255 Fm 471 West,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 26,4100 South New Braunfels,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 262,5601 Bandera Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 294,6580 Fm 78,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 372,1955 Nacogdoches Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 384,6030 Montgomery,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 385,300 W Olmos Dr,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 389,6000 West Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 395,12777 W Interstate 10,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 397,18140 San Pedro Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 398,2929 Thousand Oaks Dr,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 427,735 Se Military Dr,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 444,3323 Se Military Dr,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 463,1150 N Fm 1604 W,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 466,108 N Rosillo St,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 480,9900 Wurzbach Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 494,10660 Culebra Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 556,2118 Fredericksburg Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 566,24165 W Interstate 10 Ste 300,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 567,999 E Basse Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 568,12018 Perrin Beitel Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 585,1520 Austin Hwy,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 613,8231 Marbach Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 618,5910 Babcock Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 623,9238 N Loop 1604 W,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 647,8300 Floyd Curl Dr Ste 105,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 658,23635 Wilderness Oak,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 678,302 Valley Hi Dr,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 699,1601 Nogalitos St,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 732,17238 Bulverde Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 733,12125 Alamo Ranch Pkwy,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 771,14325 Potranco Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 84,6818 S Zarzamora St,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 85,10718 Potranco,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Oakdell Pharmacy,7220 Louis Pasteur Dr.,San Antonio,BEXAR,Johnson,200
Week 17,2021-04-05,University Of Texas Medicine,8300 Floyd Curl Dr,San Antonio,BEXAR,Johnson,2000
Week 17,2021-04-05,UT Health San Antonio Verde Hills PCC,10350 Bandera Rd Ste 140,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens #16485,7302 LOUIS PASTEUR DR,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens 12716,12020 CULEBRA ROAD,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens 15621,25215 W Interstate 10,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens 15932,901 BITTERS RD,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 02755,3065 Rigsby Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 02943,2710 Nogalitos,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 02944,7423 Broadway,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03141,1105 Goliad Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03224,6901 San Pedro Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03368,1581 Austin Hwy,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03504,6393 Babock Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03505,6635 Bandera Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03506,6363 Rittiman Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03562,9080 Marbach Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03563,7103 Marbach Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03571,14505 Mw Military Dr,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03634,3326 Fredericksburg Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03734,8202 Culelora Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03804,7655 Tezel Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03996,5760 Walzem Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04160,2200 E Houston St,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04274,2425 Thounsand Oaks,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04374,10411 West Ave,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04551,11707 Huebner Rd,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04552,4703 W Commerce St,San Antonio,BEXAR,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04838,19203 Stone Oak Pkwy,San Antonio,BEXAR,Johnson,100
